1.000000e-04	1.046956e-09
9.990000e-05	1.044863e-09
9.980000e-05	1.042773e-09
9.970000e-05	1.040683e-09
9.960000e-05	1.038597e-09
9.950000e-05	1.036513e-09
9.940000e-05	1.034431e-09
9.930000e-05	1.032350e-09
9.920000e-05	1.030271e-09
9.910000e-05	1.028196e-09
9.900000e-05	1.026122e-09
9.890000e-05	1.024049e-09
9.880000e-05	1.021980e-09
9.870000e-05	1.019912e-09
9.860000e-05	1.017847e-09
9.850000e-05	1.015783e-09
9.840000e-05	1.013722e-09
9.830000e-05	1.011662e-09
9.820000e-05	1.009604e-09
9.810000e-05	1.007549e-09
9.800000e-05	1.005497e-09
9.790000e-05	1.003446e-09
9.780000e-05	1.001396e-09
9.770000e-05	9.993496e-10
9.760000e-05	9.973055e-10
9.750000e-05	9.952631e-10
9.740000e-05	9.932214e-10
9.730000e-05	9.911834e-10
9.720000e-05	9.891476e-10
9.710000e-05	9.871135e-10
9.700000e-05	9.850805e-10
9.690000e-05	9.830509e-10
9.680000e-05	9.810232e-10
9.670000e-05	9.789977e-10
9.660000e-05	9.769729e-10
9.650000e-05	9.749514e-10
9.640000e-05	9.729325e-10
9.630000e-05	9.709150e-10
9.620000e-05	9.688987e-10
9.610000e-05	9.668858e-10
9.600000e-05	9.648749e-10
9.590000e-05	9.628649e-10
9.580000e-05	9.608584e-10
9.570000e-05	9.588536e-10
9.560000e-05	9.568511e-10
9.550000e-05	9.548496e-10
9.540000e-05	9.528512e-10
9.530000e-05	9.508552e-10
9.520000e-05	9.488610e-10
9.510000e-05	9.468674e-10
9.500000e-05	9.448776e-10
9.490000e-05	9.428900e-10
9.480000e-05	9.409041e-10
9.470000e-05	9.389192e-10
9.460000e-05	9.369375e-10
9.450000e-05	9.349582e-10
9.440000e-05	9.329808e-10
9.430000e-05	9.310043e-10
9.420000e-05	9.290312e-10
9.410000e-05	9.270599e-10
9.400000e-05	9.250913e-10
9.390000e-05	9.231228e-10
9.380000e-05	9.211580e-10
9.370000e-05	9.191953e-10
9.360000e-05	9.172334e-10
9.350000e-05	9.152751e-10
9.340000e-05	9.133184e-10
9.330000e-05	9.113642e-10
9.320000e-05	9.094107e-10
9.310000e-05	9.074603e-10
9.300000e-05	9.055124e-10
