-3.000000	-0.141120
-2.940000	-0.200230
-2.880000	-0.258619
-2.820000	-0.316078
-2.760000	-0.372399
-2.700000	-0.427380
-2.640000	-0.480823
-2.580000	-0.532535
-2.520000	-0.582331
-2.460000	-0.630031
-2.400000	-0.675463
-2.340000	-0.718465
-2.280000	-0.758881
-2.220000	-0.796565
-2.160000	-0.831383
-2.100000	-0.863209
-2.040000	-0.891929
-1.980000	-0.917438
-1.920000	-0.939645
-1.860000	-0.958471
-1.800000	-0.973848
-1.740000	-0.985719
-1.680000	-0.994043
-1.620000	-0.998790
-1.560000	-0.999942
-1.500000	-0.997495
-1.440000	-0.991458
-1.380000	-0.981854
-1.320000	-0.968715
-1.260000	-0.952090
-1.200000	-0.932039
-1.140000	-0.908633
-1.080000	-0.881958
-1.020000	-0.852108
-0.960000	-0.819192
-0.900000	-0.783327
-0.840000	-0.744643
-0.780000	-0.703279
-0.720000	-0.659385
-0.660000	-0.613117
-0.600000	-0.564642
-0.540000	-0.514136
-0.480000	-0.461779
-0.420000	-0.407760
-0.360000	-0.352274
-0.300000	-0.295520
-0.240000	-0.237703
-0.180000	-0.179030
-0.120000	-0.119712
-0.060000	-0.059964
0.000000	0.000000
0.060000	0.059964
0.120000	0.119712
0.180000	0.179030
0.240000	0.237703
0.300000	0.295520
0.360000	0.352274
0.420000	0.407760
0.480000	0.461779
0.540000	0.514136
0.600000	0.564642
0.660000	0.613117
0.720000	0.659385
0.780000	0.703279
0.840000	0.744643
0.900000	0.783327
0.960000	0.819192
1.020000	0.852108
1.080000	0.881958
1.140000	0.908633
1.200000	0.932039
1.260000	0.952090
1.320000	0.968715
1.380000	0.981854
1.440000	0.991458
1.500000	0.997495
1.560000	0.999942
1.620000	0.998790
1.680000	0.994043
1.740000	0.985719
1.800000	0.973848
1.860000	0.958471
1.920000	0.939645
1.980000	0.917438
2.040000	0.891929
2.100000	0.863209
2.160000	0.831383
2.220000	0.796565
2.280000	0.758881
2.340000	0.718465
2.400000	0.675463
2.460000	0.630031
2.520000	0.582331
2.580000	0.532535
2.640000	0.480823
2.700000	0.427380
2.760000	0.372399
2.820000	0.316078
2.880000	0.258619
2.940000	0.200230
