0.000000	0.000000	0.000000	0.000000e+00
0.176768	0.000545	0.006313	5.767407e-03
0.353535	0.002181	0.012695	1.051309e-02
0.530303	0.004908	0.019214	1.430607e-02
0.707071	0.008726	0.025941	1.721538e-02
0.883839	0.013633	0.032944	1.931007e-02
1.060606	0.019632	0.040291	2.065924e-02
1.237374	0.026721	0.048053	2.133197e-02
1.414142	0.034899	0.056297	2.139738e-02
1.590909	0.044168	0.065093	2.092463e-02
1.767677	0.054527	0.074510	1.998286e-02
1.944445	0.065976	0.084617	1.864126e-02
2.121212	0.078514	0.095483	1.696904e-02
2.297980	0.092141	0.107177	1.503542e-02
2.474748	0.106857	0.119767	1.290964e-02
2.651516	0.122662	0.133323	1.066096e-02
2.828283	0.139555	0.147914	8.358682e-03
3.005051	0.157537	0.163609	6.072102e-03
3.181819	0.176606	0.180476	3.870550e-03
3.358586	0.196762	0.198586	1.823374e-03
3.535354	0.218006	0.218005	5.626182e-08
3.712122	0.240335	0.238790	1.545043e-03
3.888889	0.263752	0.260936	2.815632e-03
4.065657	0.288253	0.284423	3.830539e-03
4.242425	0.313840	0.309232	4.608458e-03
4.419193	0.340512	0.335344	5.168066e-03
4.595960	0.368268	0.362740	5.528015e-03
4.772728	0.397108	0.391401	5.706939e-03
4.949496	0.427031	0.421307	5.723450e-03
5.126263	0.458036	0.452440	5.596141e-03
5.303031	0.490123	0.484780	5.343582e-03
5.479799	0.523292	0.518308	4.984325e-03
5.656566	0.557542	0.553005	4.536899e-03
5.833334	0.592871	0.588852	4.019813e-03
6.010102	0.629281	0.625829	3.451557e-03
6.186870	0.666768	0.663918	2.850598e-03
6.363637	0.705334	0.703099	2.235385e-03
6.540405	0.744977	0.743353	1.624344e-03
6.717173	0.785697	0.784661	1.035881e-03
6.893940	0.827492	0.827004	4.883822e-04
7.070708	0.870363	0.870362	2.133774e-07
7.247476	0.914307	0.914722	4.143843e-04
7.424243	0.959325	0.960081	7.558328e-04
7.601011	1.005415	1.006444	1.029174e-03
7.777779	1.052577	1.053816	1.239223e-03
7.954547	1.100810	1.102200	1.390813e-03
8.131314	1.150112	1.151601	1.488801e-03
8.308082	1.200483	1.202021	1.538062e-03
8.484850	1.251922	1.253465	1.543492e-03
8.661617	1.304427	1.305937	1.510008e-03
8.838385	1.357999	1.359441	1.442548e-03
9.015153	1.412635	1.413981	1.346068e-03
9.191920	1.468336	1.469561	1.225547e-03
9.368688	1.525099	1.526185	1.085983e-03
9.545456	1.582923	1.583856	9.323938e-04
9.722224	1.641808	1.642578	7.698196e-04
9.898991	1.701753	1.702356	6.033193e-04
10.075759	1.762756	1.763194	4.379726e-04
10.252527	1.824816	1.825095	2.788793e-04
10.429294	1.887932	1.888063	1.311598e-04
10.606062	1.952102	1.952102	4.547591e-08
10.782830	2.017327	2.017216	1.103218e-04
10.959597	2.083603	2.083402	2.008116e-04
11.136365	2.150930	2.150658	2.726525e-04
11.313133	2.219308	2.218980	3.273273e-04
11.489901	2.288733	2.288367	3.662985e-04
11.666668	2.359206	2.358815	3.910084e-04
11.843436	2.430724	2.430321	4.028794e-04
12.020204	2.503287	2.502883	4.033136e-04
12.196971	2.576892	2.576499	3.936929e-04
12.373739	2.651540	2.651164	3.753794e-04
12.550507	2.727227	2.726877	3.497149e-04
12.727274	2.803953	2.803635	3.180212e-04
12.904042	2.881716	2.881435	2.816002e-04
13.080810	2.960515	2.960274	2.417337e-04
13.257578	3.040349	3.040149	1.996836e-04
13.434345	3.121215	3.121058	1.566916e-04
13.611113	3.203112	3.202998	1.139799e-04
13.787881	3.286038	3.285966	7.275036e-05
13.964648	3.369993	3.369959	3.418520e-05
14.141416	3.454974	3.454975	5.533043e-07
14.318184	3.540980	3.541013	3.249651e-05
14.494951	3.628009	3.628067	5.770491e-05
14.671719	3.716060	3.716138	7.830330e-05
14.848487	3.805130	3.805225	9.450090e-05
15.025255	3.895219	3.895325	1.065267e-04
15.202022	3.986323	3.986438	1.146293e-04
15.378790	4.078443	4.078562	1.190772e-04
15.555558	4.171575	4.171695	1.201585e-04
15.732325	4.265718	4.265837	1.181808e-04
15.909093	4.360871	4.360984	1.134715e-04
16.085861	4.457031	4.457137	1.063776e-04
16.262628	4.554196	4.554294	9.726549e-05
16.439396	4.652366	4.652452	8.652137e-05
16.616164	4.751537	4.751611	7.455077e-05
16.792932	4.851708	4.851770	6.177879e-05
16.969699	4.952877	4.952926	4.864995e-05
17.146467	5.055042	5.055078	3.562826e-05
17.323235	5.158201	5.158225	2.319709e-05
17.500002	5.262353	5.262365	1.185924e-05
17.676770	5.367494	5.367497	2.136835e-06
17.853538	5.473624	5.473615	9.187389e-06
18.030305	5.580740	5.580725	1.504767e-05
18.207073	5.688840	5.688821	1.928834e-05
18.383841	5.797922	5.797900	2.214919e-05
18.560609	5.907983	5.907959	2.385082e-05
18.737376	6.019023	6.018998	2.459462e-05
18.914144	6.131038	6.131013	2.456286e-05
19.090912	6.244026	6.244002	2.391869e-05
19.267679	6.357986	6.357963	2.280617e-05
19.444447	6.472915	6.472894	2.135028e-05
19.621215	6.588811	6.588791	1.965702e-05
19.797982	6.705671	6.705654	1.781336e-05
19.974750	6.823494	6.823478	1.588732e-05
20.151518	6.942277	6.942263	1.392800e-05
20.328286	7.062018	7.062006	1.196560e-05
20.505053	7.182715	7.182705	1.001144e-05
20.681821	7.304365	7.304357	8.058038e-06
20.858589	7.426965	7.426959	6.079091e-06
21.035356	7.550514	7.550510	4.029543e-06
21.212124	7.675010	7.675008	1.845607e-06
21.388892	7.800449	7.800452	3.362421e-06
